"26","Simplify:  \[ \ 3xy^2 - 2x^2y + 6x^2y - 8xy^2 \]","$x^2y - 2xy^2$","$-x^2y^2$","$4x^2y - 5xy^2$",,"choice_c","2014-10-16 14:45:02","2014-10-16 14:45:02","module","Mathematics","1","Algebra 1",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  = 3xy^2 - 8xy^2 + 6x^2y - 2x^2y \\ = 4x^2y - 5xy^2  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"27","Using $x=6.2$, $y=-3.2$ and $z = \frac{2}{3}$. Find the value $($to three significant figures$)$: \[ \ x^2z - y \]","$2.88$","$28.8$","$288$",,"choice_b","2014-10-16 14:46:48","2014-10-16 14:52:19","module","Mathematics","2","Algebra 1",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  \ x^2z - y \\= 6.2^2 \times \frac{2}{3} - (-3.2)\\ = 38.44 \times \frac{2}{3} + 3.2\\ = 25.6 + 3.2\\ = 28.8 \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"28","Using $x=6.2$, $y=-3.2$ and $z = \frac{2}{3}$. Find the value $($to three significant figures$)$: \[ y^2 - \frac{x}{z}  \]","$0.94$","$9.4$","$94$",,"choice_a","2014-10-16 14:47:59","2014-10-16 14:53:40","module","Mathematics","3","Algebra 1",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  y^2 - \frac{x}{z}\\ = (-3.2)^2 - 6.2 \times \frac{3}{2}\\  = 10.24 - 9.3\\  = 0.94  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"29","Using $x=6.2$, $y=-3.2$ and $z = \frac{2}{3}$. Find the value $($to three significant figures$)$: \[ \ (xz -y)^2 \]","$53.8$","$5.38$","$0.538$",,"choice_a","2014-10-16 14:49:19","2014-10-16 14:54:33","module","Mathematics","4","Algebra 1",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} \ (xz -y)^2 \\ = (6.2 \times \frac{2}{3} - (-3.2))^2 \\  = (4.13 + 3.2)^2\\  = 53.8  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"30","Simplify:  \[ \ (y-4)(y-3) \]","$y^2-7y+12$","$y^2 -12$","$y^2+12$",,"choice_a","2014-10-16 14:57:25","2014-10-16 15:07:51","module","Mathematics","1","Algebra 2",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} \ (y-4)(y-3) \\ = y^2 - 4y - 3y + 12\\ = y^2 -7y + 12  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"31","Simplify:  \[ \ (a+2)^2 \]","$a^2 + 4$","$a^2 + 4a + 4$","$a^2 + 4a^2$",,"choice_b","2014-10-16 15:00:13","2014-10-16 15:07:38","module","Mathematics","2","Algebra 2",NULL,NULL,NULL,NULL,NULL,"Using the formula:  \[ (a + b)^2 = a^2 + b^2 + 2ab \]  we get:  \[\begin{aligned}  \ (a+2)^2 \\  (a + 2) = a^2 + 4 + 4a   \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"32","Factorise:  \[ \ x^2 + 5x + 6 \]","$(x^2 + 5x)\frac{6}{5}$","$(x+5)(x+6)$","$(x+2)(x+3)$",,"choice_c","2014-10-16 15:02:32","2014-10-16 15:07:18","module","Mathematics","3","Algebra 2",NULL,NULL,NULL,NULL,NULL,"""\[\begin{aligned}  x^2 + 5x + 6\\  = x^2 + 3x + 2x + 6\\  = x(x + 3) + 2(x + 3)\\  = (x + 2)(x + 3)  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"33","Factorise:  \[ \ 12x^2-6x \]","$6x(2x-1)$","$(x-6)(x+6)$","$(x^2-6)(x+2)$",,"choice_a","2014-10-16 15:03:54","2014-10-16 15:06:50","module","Mathematics","4","Algebra 2",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  12x^2 - 6x\\  = 6x(2x - 1)  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"34","Make $u$ the subject of the formula:  \[ \ v^2 = u^2 + 2as \]","$u = \sqrt{(v^2 - 2as)}$","$u = \sqrt{(v - 2as)}$","$u = \sqrt{(v^2 - 2)as}$",,"choice_a","2014-10-16 15:05:03","2014-10-16 15:07:02","module","Mathematics","5","Algebra 2",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  v^2  - 2as = u^2\\ u = \sqrt{(v^2 - 2as)} \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"35","Solve:  \[ \ x^2 -5x + 6 =0 \]","$x=2,\ x=3$","$x=2,\ x=1$","$x=5,\ x=2$",,"choice_a","2014-10-16 15:10:58","2014-10-16 15:16:58","module","Mathematics","1","Equations 1",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} \ x^2 -5x + 6 =0 \\  x^2 -3x - 2x + 6  = 0\\ x(x -3) -2 (x - 3) = 0\\ (x - 2)(x-3) = 0\\ x=2 x = 3 \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"36","Solve:  \[  \ x^2 - 4x - 5=0 \]","$x=1,\ x = 5/4$","$x=-1,\ x = 5$","$x=1,\ x = -5$",,"choice_b","2014-10-16 15:12:52","2014-10-16 15:16:41","module","Mathematics","2","Equations 1",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}   x^2 - 4x - 5=0 \\ x^2 -5x + x -5   = 0\\ x(x - 5) + 1(x - 5)  = 0\\ (x + 1)(x - 5) = 0\\ x = -1, x  = 5  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"37","Solve:  \[ \ 4^{2x-1} = 32 \]","$x = \sqrt{8}$","$x = 8$","$x = 1\frac{3}{4}$",,"choice_c","2014-10-16 15:14:34","2014-10-16 15:16:28","module","Mathematics","3","Equations 1",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  \ 4^{2x-1} = 32 \\2^{2 \times (2x - 1)}  = 2^5\\ 2 \times (2x - 1)  = 5\\ 4x - 2 = 5\\ x = \frac{7}{4}\\ x = 1\frac{3}{4}  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"38","Solve: \[ \ 3x^2 - 7x + 2 = 0 \]  by factorization.","$x=\frac{2}{7},\ x=3$","$x=\frac{1}{3},\ x=2$","$x=\frac{2}{7},\ x=7$",,"choice_b","2014-10-16 15:19:56","2014-10-16 17:43:23","module","Mathematics","1","More Algebra and Equations",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  3x^2 - 7x + 2 = 0\\ 3x^2 - 6x - x + 2  = 0\\ 3x(x - 2) -1(x - 2)  = 0\\ (3x - 1)(x - 2)\\ x = 2, x  = \frac{1}{3}  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"39","Solve: \[ \ 2x^2 + 5x + 2 = 0 \]  by using the quadratic formula.","$x=-\frac{1}{2},\ x=-2$","$x=-\frac{2}{5},\ x=-2$","$x=-\frac{2}{5},\ x=-1$",,"choice_a","2014-10-16 15:21:19","2014-10-16 17:43:11","module","Mathematics","2","More Algebra and Equations",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  2x^2 + 5x + 2 = 0\\ 2x^2 + 4x + x + 2 = 0\\ 2x(x + 2) + 1(x + 2)  = 0\\ (2x + 1)(x + 2)  = 0\\ x =-2, x = -\frac{1}{2}  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"40","Solve: \[ \ 4x^2 - 7x - 2 =0 \]  by completing the square.","$x=-\frac{2}{7},\ x=-2$","$x=-\frac{1}{4},\ x=2$","$x=-\frac{7}{4},\ x=-\frac{1}{2}$",,"choice_b","2014-10-16 15:25:36","2014-10-16 17:42:59","module","Mathematics","3","More Algebra and Equations",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} 4x^2 - 7x - 2 =0\\4x^2 -7x + (\frac{7}{4})^2 - 2 - (\frac{7}{4})^2 = 0\\(2x - \frac{7}{4})^2 = 2 + \frac{49}{16}\\(2x - \frac{7}{4})^2 = \frac{81}{16}\\ 2x - \frac{7}{4} = \pm \frac{9}{4} \\x = 2\ or\ x = -\frac{1}{4} \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"41","Make $r$ the subject of the formula: \[ \ p = \frac{r-y}{r+s} \]","$r = \frac{y + ps}{p + 1}$","$r = \frac{(y + ps)}{(p - 1)}$","$r = \frac{-(y + ps)}{(p - 1)}$",,"choice_c","2014-10-16 15:36:41","2014-10-16 17:42:46","module","Mathematics","4","More Algebra and Equations",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  \ p = \frac{r-y}{r+s} \\pr + ps  = r - y\\ pr -r = -ps - y\\ r = \frac{-(y + ps)}{(p - 1)}  \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"42","Simplify:  \[ \ \frac{8(a^2 - b^2)}{3(a + 2)} \div \frac{4(a - b)}{27(a + 1)} \]","$\frac{18(a + b)(a + 1)}{(a + 2)}$","$\frac{(a + b)(a + 1)}{(a + 2)}$","$\frac{9(a + b)(a + 1)}{2(a + 2)}$",,"choice_a","2014-10-16 15:41:18","2014-10-16 17:42:33","module","Mathematics","5","More Algebra and Equations",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} \frac{8(a^2 - b^2)}{3(a + 2)} \div \frac{4(a - b)}{27(a + 1)} \\ =\frac{8(a^2 - b^2)}{3(a+2)} \times \frac{27(a+1)}{4(a-b)}\\ =\frac{8(a-b)(a+b)}{3(a+2)} \times \frac{27(a+1)}{4(a-b)}\\ =\frac{2(a + b)}{(a+2)} \times 9(a+1)\\ =\frac{18(a + b)(a+1)}{(a+2)} \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"43","Rajesh decided to decorate his bedroom. The total area of the walls was $48m^2$. If one roll of wallpaper covers $5m^2$ of wall, how many rolls of wallpaper did Rajesh need?","$13 rolls$","$10 rolls$","$11 rolls$",,"choice_b","2014-10-16 22:39:17","2014-10-17 12:37:23","module","Mathematics","4","Approximating & Checking Calculations",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} Total\ area = 48m^2\\ Total\ Sheets\ required = \frac{48}{5}\\ Nearest\ Integer = 10\\ \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"44","If $x = \frac{4}{y}$ and $y=6.2$ $($correct to one decimal place$)$. What is the upper bound of $x$?","$0.62$","$0.65$","$0.68$",,"choice_b","2014-10-16 22:43:36","2014-10-16 22:43:36","module","Mathematics","1","Upper & Lower Bounds of Measurement",NULL,NULL,NULL,NULL,NULL,"Given that: \[  y = 6.2 \pm 0.05 \] The upper bound is: \[ x = \frac{4}{6.15} = 0.65 \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"45","If $x = \frac{4}{y}$ and $y=6.2$ $($correct to one decimal place$)$. What is the lower bound of $x$?","$0.62$","$0.64$","$0.68$",,"choice_b","2014-10-16 22:45:23","2014-10-16 22:45:23","module","Mathematics","2","Upper & Lower Bounds of Measurement",NULL,NULL,NULL,NULL,NULL,"Given that: \[ y = 6.2 \pm 0.05 \] The lower bound is: \[ x = \frac{4}{6.25} = 0.64 \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"46","The correct standard form of 630000 is:","$63 \times 10^5$","$6.3 \times 10^5$","$0.63 \times 10^5$",,"choice_b","2014-10-16 22:53:55","2014-10-16 22:54:31","module","Mathematics","1","Standard Index Form",NULL,NULL,NULL,NULL,NULL,"The correct standard form of 6300000 is $6.3 \times 10^5$.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"47","$6.3 \times 10^{-7}$ is the standard form of:","$7.00000063$","$0.00000063$","$0.0000063$",,"choice_b","2014-10-16 22:57:24","2014-10-16 22:57:24","module","Mathematics","2","Standard Index Form",NULL,NULL,NULL,NULL,NULL,"$6.3 \times 10^{-7}$ is the standard form of 0.00000063.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"48","Find the value of:  \[ \ (6.1 \times 10^{12}) \times (2 \times 10^{-4}) \]","$12.2 \times 10^9$","$1.22 \times 10^9$","$1.22 \times 10$",,"choice_b","2014-10-16 23:00:28","2014-10-16 23:00:28","module","Mathematics","3","Standard Index Form",NULL,NULL,NULL,NULL,NULL,"The powers get added on multiplication: \[ \ (6.1 \times 10^{12}) \times (2 \times 10^{-4}) \\ = 6.1 \times 2 \times 10^{12 + (-4)} = 1.22 \times 10^9 \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"49","Find the value of:  \[ \ (8 \times 10^9) \div (2 \times 10^6) \]","$4 \times 10^3$","$4 \times 10$","$4 \times 10^2$",,"choice_a","2014-10-16 23:02:51","2014-10-16 23:02:51","module","Mathematics","4","Standard Index Form",NULL,NULL,NULL,NULL,NULL,"The powers are subtracted on division: \[\begin{aligned} \ (8 \times 10^9) \div (2 \times 10^6) \\ = \frac{8}{2} \times 10^{9 - 6} \\  = 4 \times 10^3 \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"50","Find the value of:  \[ \ (1.693 \times 10^4) \times (2.71 \times 10^{12}) \]","$4.59 \times 10^{16}$","$45.9 \times 10^{16}$","$0.459 \times 10^{16}$",,"choice_a","2014-10-16 23:05:00","2014-10-16 23:09:03","module","Mathematics","5","Standard Index Form",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} \ (1.693 \times 10^4) \times (2.71 \times 10^{12}) \\  = 1.693 \times 2.71 \times 10^{12 + 4} \\ = 4.59 \times 10^{16} \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"51","Find the value of:  \[  \ \frac{(3.72 \times 10^8) - (1.6 \times 10^4)}{3.81 \times 10^{-3}} \]","$9.76 \times 10$","$9.76 \times 10^{10}$","$97.6 \times 10^{10}$",,"choice_b","2014-10-16 23:07:05","2014-10-16 23:07:05","module","Mathematics","6","Standard Index Form",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  \frac{(3.72 \times 10^8) - (1.6 \times 10^4)}{3.81 \times 10^{-3}} \\ = \frac{3.72 \times 10^8}{3.81 \times 10^{-3}}\\ = 1.6 \times 10^4\ is\ negligible\ as\ compared\ to\ 3.72 \times 10^8 \\ = 0.976 \times 10^{8 - (-3)} \\ = 9.76 \times 10^10 \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"52","Find the value of: \[ \ \frac{27.1 \times 6.4}{9.3 + 2.7} \]","$14.45$","$1.445$","$144.5$",,"choice_a","2014-10-16 23:14:35","2014-10-16 23:14:35","module","Mathematics","1","Using A Calculator",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} \frac{27.1 \times 6.4}{9.3 + 2.7} \\ = \frac{173.44}{12} \\ = 14.45 \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"53","Solve: \[ \ \frac{\sqrt{25^2}}{\sqrt{4\pi}} \]","$7.05236$","$70.5326$","$705.236$",,"choice_a","2014-10-16 23:16:01","2014-10-16 23:16:01","module","Mathematics","2","Using A Calculator",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned}  \frac{\sqrt{25^2}}{\sqrt{4\pi}} \\ = \frac{25}{2\sqrt{\pi}} \\ = 7.05326 \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54","Find the value of:  \[ \ \frac{5(25 - 10)}{9} \]","$833.333333333333333$ or $833.\dot{3}$","$83.333333333333333$ or $83.\dot{3}$","$8.3333333333333333$ or $8.\dot{3}$",,"choice_c","2014-10-16 23:17:37","2014-10-16 23:18:37","module","Mathematics","3","Using A Calculator",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} \frac{5(25 - 10)}{9} \\ = \frac{5 \times 15)}{9}\\ = \frac{75}{9}\\ = 8.\dot{3} \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"55","What's the fractional equivalent of $0.\dot{1}\dot{5}$ ?","$\frac{5}{99}$","$\frac{5}{33}$","$\frac{15}{90}$",,"choice_b","2014-10-16 23:21:44","2014-10-16 23:23:24","module","Mathematics","1","Recurring Decimals & Surds",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} 0.\dot{1}\dot{5} \\ x = 0.15 \ldots \\ 100x = 15.15 \ldots \\ 99x  = 15 \\ x = \frac{15}{99} \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"56","What is the decimal equivalent of:  \[ \frac{281}{990} \]","$0.2\dot{8}\dot{3}$","$0.28\dot{3}$","$0.2\dot{8}\dot{1}$",,"choice_a","2014-10-16 23:25:23","2014-10-16 23:26:16","module","Mathematics","2","Recurring Decimals & Surds",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} \frac{281}{990} \\ x = \frac{281}{990} \\ 1000x - 10x = 281 \end{aligned} \]

Only x = $0.28383 \ldots = 0.2\dot{8}\dot{3}$ satisfies the above equation. We can arrive at this by simple division too.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"57","Simplify:  \[ \ (\sqrt(2) - 3)^2 \]","$11 - 6\sqrt{2}$","$11 - 6$","$11 - \sqrt{2}$",,"choice_a","2014-10-16 23:28:44","2014-10-16 23:29:35","module","Mathematics","3","Recurring Decimals & Surds",NULL,NULL,NULL,NULL,NULL,"\[ \ (\sqrt(2) - 3)^2 \] 
Using the formula:  \[ (a - b)^2 = a^2 + b^2 - 2ab \]

We get:

\[\begin{aligned} =\sqrt{2}^2 + 3^2 - 2 \times \sqrt{2} \times 3 \\  = 11 - 6\sqrt{2} \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"58","Simplify:  \[ \   6(\sqrt{2}+3) - \sqrt{2}(2 + \sqrt{3}) \]","$4\sqrt{2} - \sqrt{6}$","$4\sqrt{2} - \sqrt{6} + 18$","$4\sqrt{2} - \sqrt{6} -18$",,"choice_b","2014-10-16 23:31:01","2014-10-16 23:31:01","module","Mathematics","4","Recurring Decimals & Surds",NULL,NULL,NULL,NULL,NULL,"\[\begin{aligned} \   6(\sqrt{2}+3) - \sqrt{2}(2 + \sqrt{3}) \\ = 6\sqrt{2} + 18 - 2\sqrt{2} - \sqrt{6}\\  = 4\sqrt{2} -\sqrt{6} + 18 \end{aligned} \]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
